"genero","especie"
Mitracarpus,brasiliensis
Mitracarpus,hirtus
Mitracarpus,rigidifolius
Mitracarpus,strigosus
Pentas,lanceolata
Richardia,brasiliensis
Richardia,grandiflora
Richardia,humistrata
Rudgea,coriacea
Rudgea,cornifolia
Rudgea,erioloba
Rudgea,gardenioides
Rudgea,jasminoides
Rudgea,parquioides
Rudgea,recurva
Rudgea,viburnoides
Sabicea,brasiliensis
Sabicea,cinerea
Sabicea,villosa
Spermacoce,eryngioides
Spermacoce,gracillima
Spermacoce,ovalifolia
Spermacoce,prostrata
Tocoyena,formosa
Tocoyena,sellowiana
Guettarda,pohliana
Guettarda,uruguensis
Guettarda,viburnoides
Geophila,macropoda
Geophila,prancei
Geophila,repens
Genipa,americana
Gardenia,jasminoides
Ferdinandusa,speciosa
Emmeorhiza,umbellata
Declieuxia,aspalathoides
Declieuxia,deltoidea
Declieuxia,dusenii
Declieuxia,fruticosa
Declieuxia,oenanthoides
Declieuxia,passerina
Declieuxia,spergulifolia
Coussarea,contracta
Coussarea,hydrangeifolia
Coussarea,triflora
Cordiera,bahiensis
Cordiera,concolor
Cordiera,elliptica
Cordiera,macrophylla
Cordiera,rigida
Coffea,arabica
Coffea,liberica
Coccocypselum,aureum
Coccocypselum,capitatum
Coccocypselum,condalia
Coccocypselum,cordifolium
Coccocypselum,geophiloides
Coccocypselum,glabrifolium
Coccocypselum,guianense
Coccocypselum,hasslerianum
Coccocypselum,lanceolatum
Coccocypselum,pulchellum
Chomelia,bahiae
Chomelia,brasiliana
Chomelia,obtusa
Chiococca,alba
Cephalanthus,glabratus
Squamidium,isocladum
Faramea,capillipes
Faramea,coerulea
Faramea,hyacinthina
Faramea,marginata
Faramea,montevidensis
Faramea,multiflora
Faramea,oligantha
Faramea,paratiensis
Faramea,truncata
Spiraea,cantoniensis
Rubus,brasiliensis
Rubus,erythroclados
Rubus,flagellaris
Rubus,imperialis
Rubus,niveus
Rubus,rosifolius
Rubus,sellowii
Rubus,spectabilis
Rubus,ulmifolius
Rubus,urticifolius
Rosa,alba
Rosa,gallica
Rosa,laevigata
Rosa,luciae
Eriobotrya,japonica
Pyracantha,coccinea
Prunus,brasiliensis
Prunus,campanulata
Prunus,mume
Prunus,myrtifolia
Prunus,persica
Prunus,serrulata
Prunus,subcoriacea
Rhamnus,arguta
Rhamnus,parvifolia
Rhamnidium,elaeocarpum
Hovenia,dulcis
Gouania,blanchetiana
Gouania,latifolia
Gouania,polygama
Gouania,ulmifolia
Leucochloron,incuriale
Colubrina,glandulosa
Colubrina,retusa
Capsicum,annuum
Capsicum,baccatum
Capsicum,flexuosum
Capsicum,frutescens
Capsicum,recurvatum
Capsicum,villosum
Sida,angustissima
Sida,cerradoensis
Sida,cordifolia
Sida,glaziovii
Sida,glomerata
Sida,linifolia
Sida,planicaulis
Sida,potentilloides
Sida,rhombifolia
Sida,santaremensis
Sida,ulei
Sida,urens
Pavonia,angustipetala
Pavonia,betonicaefolia
Pavonia,cancellata
Pavonia,communis
Pavonia,commutata
Pavonia,distinguenda
Pavonia,dusenii
Pavonia,exasperata
Pavonia,friesii
Pavonia,grandiflora
Pavonia,guerkeana
Pavonia,harleyi
Pavonia,hastata
Pavonia,hexaphylla
Pavonia,lanata
Pavonia,malacophylla
Pavonia,martii
Pavonia,missionum
Pavonia,multiflora
Pavonia,opulifolia
Pavonia,platyloba
Pavonia,psilophylla
Pavonia,restiaria
Pavonia,reticulata
Pavonia,rosa-campestris
Pavonia,rosengurttii
Pavonia,salmonea
Pavonia,schiedeana
Pavonia,schrankii
Pavonia,sepium
Pavonia,sidifolia
Pavonia,viscosa
Pavonia,vitifolia
Pavonia,zehntneri
Niphidium,crassifolium
Niphidium,rufosquamatum
Olyra,ciliatifolia
Olyra,fasciculata
Olyra,glaberrima
Olyra,humilis
Olyra,latifolia
Panicum,aquaticum
Panicum,campestre
Panicum,cayennense
Panicum,cervicatum
Panicum,dichotomiflorum
Panicum,exiguum
Panicum,millegrana
Panicum,olyroides
Panicum,pedersenii
Panicum,peladoense
Panicum,racemosum
Panicum,repens
Panicum,rudgei
Panicum,sellowii
Panicum,stramineum
Lasiacis,divaricata
Lasiacis,ligulata
Lasiacis,sorghoidea
Corymborkis,flava
Saranthe,composita
Saranthe,eichleri
Cotula,australis
Cotula,coronopifolia
Strychnos,brasiliensis
Strychnos,cf. brasiliensis
Strychnos,pseudoquina
Strychnos,rubiginosa
Strychnos,trinervis
Trichilia,casaretti
Trichilia,catigua
Trichilia,claussenii
Trichilia,elegans
Trichilia,hirta
Trichilia,micrantha
Trichilia,pallens
Trichilia,pallida
Trichilia,silvatica
Trichilia,stellato-tomentosa
Salvia,aliciae
Salvia,brevipes
Salvia,coccinea
Salvia,congestiflora
Salvia,consimilis
Salvia,guaranitica
Salvia,harleyana
Salvia,lachnostachys
Salvia,leucantha
Salvia,melissiflora
Salvia,officinalis
Salvia,procurrens
Salvia,rosmarinus
Salvia,scoparia
Salvia,sellowiana
Salvia,splendens
Salvia,subrotunda
Maranta,cristata
Maranta,divaricata
Maranta,parvifolia
Maranta,pohliana
Maranta,sobolifera
Caryota,mitis
Caryota,urens
Coix,lacryma-jobi
Monteiroa,bullata
Monteiroa,catharinensis
Monteiroa,glomerata
Monteiroa,hatschbachii
Monteiroa,ptarmicifolia
Monteiroa,reitzii
Monteiroa,smithii
Spathiphyllum,gardneri
Spathiphyllum,wallisii
Abutilon,costicalyx
Abutilon,macrocarpum
Abutilon,megapotamicum
Abutilon,pauciflorum
Abutilon,pedrae-brancae
Abutilon,terminale
Abutilon,umbelliflorum
Pityrogramma,calomelanos
Pityrogramma,chaerophylla
Pityrogramma,trifoliata
Pteris,brasiliensis
Pteris,cretica
Pteris,decurrens
Pteris,deflexa
Pteris,denticulata
Pteris,lechleri
Pteris,splendens
Pteris,vittata
Cheilanthes,micropteris
Cheilanthes,regnelliana
Adiantopsis,chlorophylla
Adiantopsis,occulta
Adiantopsis,perfasciculata
Adiantopsis,radiata
Adiantopsis,regularis
Grevillea,banksii
Grevillea,robusta
Roupala,meisneri
Roupala,montana
Pecluma,chnoophora
Pecluma,filicula
Pecluma,paradiseae
Pecluma,pectinatiformis
Pecluma,recurvata
Pecluma,robusta
Pecluma,singeri
Pecluma,truncorum
Archontophoenix,cunninghamiana
Hibiscus,acetosella
Hibiscus,bifurcatus
Hibiscus,cf. furcellatus
Hibiscus,laxiflorus
Hibiscus,paludicola
Hibiscus,rosa-sinensis
Hibiscus,striatus
Hibiscus,syriacus
Centrolobium,tomentosum
Casuarina,cunninghamiana
Casuarina,equisetifolia
Araujia,odorata
Araujia,plumosa
Araujia,sericifera
Oeceoclades,maculata
Ctenanthe,casupoides
Ctenanthe,compressa
Ctenanthe,lanceolata
Ctenanthe,marantifolia
Ctenanthe,muelleri
Ctenanthe,setosa
Melia,azedarach
Cinnamomum,camphora
Cinnamomum,microneurum
Cinnamomum,verum
Sambucus,australis
Sambucus,nigra
Bromus,auleticus
Bromus,brachyanthera
Bromus,brevis
Bromus,catharticus
Merostachys,calderoniana
Merostachys,cf. fistulosa
Merostachys,claussenii
Merostachys,delicatula
Merostachys,fischeriana
Merostachys,fistulosa
Merostachys,lanata
Merostachys,multiramea
Merostachys,pilifera
Merostachys,skvortzovii
Merostachys,ternata
Xanthisma,gracile
Juncus,bufonius
Juncus,densiflorus
Juncus,dichotomus
Juncus,effusus
Juncus,holoschoenus
Juncus,marginatus
Juncus,micranthus
Juncus,microcephalus
Aspicarpa,pulchella
Byrsonima,basiloba
Byrsonima,brachybotrya
Byrsonima,cf. arthropoda
Byrsonima,cf. crassifolia
Byrsonima,cf. psilandra
Byrsonima,chrysophylla
Byrsonima,clausseniana
Byrsonima,coccolobifolia
Byrsonima,correifolia
Byrsonima,crassifolia
Byrsonima,cydoniifolia
Byrsonima,dealbata
Byrsonima,gardneriana
Byrsonima,guilleminiana
Byrsonima,intermedia
Byrsonima,laxiflora
Byrsonima,ligustrifolia
Byrsonima,macrophylla
Byrsonima,microphylla
Byrsonima,myricifolia
Byrsonima,niedenzuiana
Byrsonima,pachyphylla
Byrsonima,psilandra
Byrsonima,sericea
Byrsonima,stipulacea
Byrsonima,triopterifolia
Byrsonima,umbellata
Byrsonima,variabilis
Byrsonima,verbascifolia
Banisteriopsis,adenopoda
Banisteriopsis,angustifolia
Banisteriopsis,anisandra
Banisteriopsis,argyrophylla
Banisteriopsis,campestris
Banisteriopsis,cf. anisandra
Banisteriopsis,cf. caapi
Banisteriopsis,cf. malifolia
Banisteriopsis,cf. stellaris
Banisteriopsis,confusa
Banisteriopsis,gardneriana
Banisteriopsis,malifolia
Banisteriopsis,muricata
Banisteriopsis,paraguariensis
Banisteriopsis,parviflora
Banisteriopsis,stellaris
Banisteriopsis,variabilis
Janusia,guaranitica
Janusia,schwannioides
Syzygium,cumini
Syzygium,jambos
Syzygium,malaccense
Hesperozygis,myrtoides
Hesperozygis,nitida
Hesperozygis,rhododon
Hesperozygis,ringens
Hesperozygis,spathulata
Cotoneaster,franchetii
Staurogyne,eustachya
Staurogyne,mandioccana
Staurogyne,sylvatica
Costus,arabicus
Costus,spiralis
Asclepias,candida
Asclepias,curassavica
Asclepias,mellodora
Griselinia,ruscifolia
Hymenophyllum,asplenioides
Hymenophyllum,caudiculatum
Hymenophyllum,crispum
Hymenophyllum,elegans
Hymenophyllum,fragile
Hymenophyllum,magellanicum
Hymenophyllum,polyanthos
Hymenophyllum,pulchellum
Hymenophyllum,rufum
Hymenophyllum,sturmii
Hymenophyllum,vestitum
Matelea,denticulata
Matelea,kelleri
Matelea,pyrrhotricha
Gratiola,peruviana
Seguieria,aculeata
Seguieria,americana
Seguieria,langsdorffii
Dracaena,fragrans
Actinocephalus,bongardii
Actinocephalus,brachypus
Actinocephalus,claussenianus
Actinocephalus,polyanthus
Actinocephalus,rigidus
Oenothera,affinis
Oenothera,biennis
Oenothera,rosea
Bryopteris,filicina
Rumohra,adiantiformis
Coccoloba,alnifolia
Coccoloba,cordata
Coccoloba,cujabensis
Coccoloba,declinata
Coccoloba,glaziovii
Coccoloba,laevis
Coccoloba,lucidula
Coccoloba,marginata
Coccoloba,mollis
Coccoloba,rosea
Coccoloba,salicifolia
Polygonum,acuminatum
Polygonum,aviculare
Polygonum,capitatum
Polygonum,ferrugineum
Polygonum,hydropiperoides
Polygonum,meisnerianum
Polygonum,orientale
Polygonum,persicaria
Polygonum,punctatum
Polygonum,stelligerum
Antigonon,leptopus
Corymbia,citriodora
Triplaris,americana
Triplaris,cf. americana
Triplaris,gardneriana
Pseudechinolaena,polystachya
Monnina,cardiocarpa
Monnina,goiana
Monnina,richardiana
Monnina,tristaniana
Securidaca,bialata
Securidaca,divaricata
Securidaca,diversifolia
Securidaca,lanceolata
Securidaca,rivinifolia
Endlicheria,glomerata
Endlicheria,paniculata
Nectandra,amazonum
Nectandra,angustifolia
Nectandra,cissiflora
Nectandra,cuspidata
Nectandra,grandiflora
Nectandra,hihua
Nectandra,lanceolata
Nectandra,leucantha
Nectandra,megapotamica
Nectandra,membranacea
Nectandra,nitidula
Nectandra,oppositifolia
Nectandra,paranaensis
Nectandra,psammophila
Nectandra,puberula
Nectandra,pulverulenta
Nectandra,reticulata
Steinchisma,decipiens
Steinchisma,laxum
Sorghastrum,incompletum
Sorghastrum,nutans
Sorghastrum,pellitum
Sorghastrum,setosum
Sorghastrum,stipoides
Sorghum,bicolor
Sorghum,halepense
Setaria,palmifolia
Setaria,parviflora
Setaria,sphacelata
Setaria,sulcata
Setaria,tenax
Setaria,vaginata
Setaria,vulpiseta
Secale,cereale
Schizachyrium,condensatum
Schizachyrium,hatschbachii
Schizachyrium,microstachyum
Schizachyrium,tenerum
Paspalum,biaristatum
Paspalum,carinatum
Paspalum,compressifolium
Paspalum,conjugatum
Paspalum,conspersum
Paspalum,corcovadense
Paspalum,cordatum
Paspalum,dasytrichium
Paspalum,dasytrichum
Paspalum,decumbens
Paspalum,dilatatum
Paspalum,erianthum
Paspalum,eucomum
Paspalum,fimbriatum
Paspalum,gardnerianum
Paspalum,glaucescens
Paspalum,lilloi
Paspalum,lineare
Paspalum,macranthecium
Paspalum,maculosum
Paspalum,mandiocanum
Paspalum,nicorae
Paspalum,notatum
Paspalum,paniculatum
Paspalum,pectinatum
Paspalum,pilosum
Paspalum,plicatulum
Paspalum,polyphyllum
Paspalum,pumilum
Paspalum,regnellii
Paspalum,repens
Paspalum,rhodopedum
Paspalum,urvillei
Parodiolyra,luetzelburgii
Melinis,minutiflora
Melinis,repens
Melica,sarmentosa
Melica,scabrosa
Melica,tenuis
Loudetiopsis,chrysothrix
Lolium,multiflorum
Hemistylus,brasiliensis
Ichnanthus,calvescens
Ichnanthus,inconstans
Ichnanthus,leiocarpus
Ichnanthus,leptophyllus
Ichnanthus,nemoralis
Hymenachne,amplexicaulis
Hymenachne,donacifolia
Hymenachne,grumosa
Hymenachne,pernambucensis
Filgueirasia,cannavieira
Eustachys,distichophylla
Eustachys,uliginosa
Eriochrysis,cayennensis
Eriochrysis,filiformis
Eriochrysis,holcoides
Eleusine,indica
Eleusine,tristachya
Echinolaena,inflexa
Echinochloa,colona
Echinochloa,crus-galli
Echinochloa,polystachya
Digitaria,bicornis
Digitaria,ciliaris
Digitaria,corynotricha
Digitaria,eriantha
Digitaria,insularis
Digitaria,violascens
Danthonia,secundiflora
Cynodon,dactylon
Cynodon,nlemfuensis
Cynodon,plectostachyus
Chloris,elata
Chloris,gayana
Cenchrus,americanus
Cenchrus,clandestinus
Cenchrus,echinatus
Cenchrus,latifolius
Cenchrus,pedicellatus
Cenchrus,polystachios
Cenchrus,purpureus
Cenchrus,setaceus
Briza,maxima
Briza,minor
Axonopus,affinis
Axonopus,aureus
Axonopus,brasiliensis
Axonopus,chrysoblepharis
Axonopus,compressus
Axonopus,fastigiatus
Axonopus,marginatus
Axonopus,pellitus
Axonopus,polystachyus
Axonopus,pressus
Axonopus,siccus
Axonopus,suffultus
Avena,sativa
Avena,strigosa
Andropogon,angustatus
Andropogon,bicornis
Andropogon,lateralis
Andropogon,leucostachyus
Andropogon,macrothrix
Andropogon,selloanus
Andropogon,ternatus
Andropogon,virgatus
Actinocladum,verticillatum
Dicella,bracteosa
Dicella,nucifera
Melaleuca,leucadendra
Zygostates,alleniana
Zygostates,cornuta
Zygostates,pustulata
Zygopetalum,maculatum
Zygopetalum,maxillare
Trizeuxis,falcata
Stelis,argentata
Stelis,caespitosa
Stelis,grandiflora
Stelis,intermedia
Stelis,papaquerensis
Stelis,ruprechtiana
Sauroglossum,elatum
Rodriguezia,decora
Rodriguezia,pubescens
Polystachya,caespitosa
Polystachya,caracasana
Polystachya,concreta
Polystachya,foliosa
Paspalidium,geminatum
Phymatidium,delicatulum
Phymatidium,microphyllum
Octomeria,crassifolia
Octomeria,diaphana
Octomeria,gracilis
Octomeria,grandiflora
Octomeria,hatschbachii
Octomeria,micrantha
Octomeria,pusilla
Octomeria,rotundiglossa
Octomeria,warmingii
Miltonia,flavescens
Miltonia,regnellii
Gymnopogon,foliosus
Mollinedia,acutissima
Mollinedia,argyrogyna
Mollinedia,boracensis
Mollinedia,clavigera
Mollinedia,elegans
Mollinedia,grazielae
Mollinedia,luizae
Mollinedia,oligantha
Mollinedia,schottiana
Mollinedia,triflora
Mollinedia,uleana
Mollinedia,widgrenii
Crescentia,cujete
Myrcia,aethusa
Myrcia,albotomentosa
Myrcia,amazonica
Myrcia,anacardiifolia
Myrcia,anomala
Myrcia,bella
Myrcia,bergiana
Myrcia,bicolor
Myrcia,brasiliensis
Myrcia,cerqueiria
Myrcia,decorticans
Myrcia,dichrophylla
Myrcia,eriocalyx
Myrcia,eugenioides
Myrcia,eugeniopsoides
Myrcia,excoriata
Myrcia,fenzliana
Myrcia,ferruginosa
Myrcia,glabra
Myrcia,glomerata
Myrcia,guianensis
Myrcia,hartwegiana
Myrcia,hatschbachii
Myrcia,hebepetala
Myrcia,ilheosensis
Myrcia,inaequiloba
Myrcia,isaiana
Myrcia,lacunosa
Myrcia,laricina
Myrcia,lasiantha
Myrcia,linearifolia
Myrcia,lonchophylla
Myrcia,loranthifolia
Myrcia,multiflora
Myrcia,neolucida
Myrcia,neoriedeliana
Myrcia,neorubella
Myrcia,neosuaveolens
Myrcia,neuwiedeana
Myrcia,nivea
Myrcia,oblongata
Myrcia,obovata
Myrcia,palustris
Myrcia,pinifolia
Myrcia,pubipetala
Myrcia,pulchella
Myrcia,racemosa
Myrcia,reitzii
Myrcia,retorta
Myrcia,rosangelae
Myrcia,salzmannii
Myrcia,selloi
Myrcia,spectabilis
Myrcia,splendens
Myrcia,squamata
Myrcia,strigipes
Myrcia,subalpestris
Myrcia,subcordata
Myrcia,sylvatica
Myrcia,tenuivenosa
Myrcia,thyrsoidea
Myrcia,tomentosa
Myrcia,tricona
Myrcia,uberavensis
Myrcia,undulata
Myrcia,vellozoi
Myrcia,venulosa
Myrcia,verrucosa
Myrcia,vittoriana
Toulicia,cf. subsquamulata
Toulicia,crassifolia
Toulicia,subsquamulata
Toulicia,tomentosa
Physalis,angulata
Physalis,cf. angulata
Physalis,peruviana
Physalis,pubescens
Physalis,viscosa
Zinnia,elegans
Vachellia,constricta
Vachellia,farnesiana
Myrceugenia,acutiflora
Myrceugenia,aff. ovata
Myrceugenia,alpigena
Myrceugenia,campestris
Myrceugenia,cucullata
Myrceugenia,euosma
Myrceugenia,gertii
Myrceugenia,gigantea
Myrceugenia,glaucescens
Myrceugenia,mesomischa
Myrceugenia,miersiana
Myrceugenia,myrcioides
Myrceugenia,myrtoides
Myrceugenia,ovalifolia
Myrceugenia,ovata
Myrceugenia,oxysepala
Myrceugenia,pilotantha
Myrceugenia,regnelliana
Myrceugenia,reitzii
Myrceugenia,rufescens
Myrceugenia,seriatoramosa
Ocotea,aciphylla
Ocotea,acutifolia
Ocotea,amazonica
Ocotea,beulahiae
Ocotea,bicolor
Ocotea,brachybotrya
Ocotea,calliscypha
Ocotea,catharinensis
Ocotea,cernua
Ocotea,cf. diospyrifolia
Ocotea,ciliata
Ocotea,corymbosa
Ocotea,cujumary
Ocotea,daphnifolia
Ocotea,diospyrifolia
Ocotea,dispersa
Ocotea,elegans
Ocotea,floribunda
Ocotea,glauca
Ocotea,glaziovii
Ocotea,glomerata
Ocotea,gracilis
Ocotea,guianensis
Ocotea,indecora
Ocotea,koscinskii
Ocotea,lanata
Ocotea,lancifolia
Ocotea,laxa
Ocotea,leucoxylon
Ocotea,lobbii
Ocotea,longifolia
Ocotea,marumbiensis
Ocotea,matogrossensis
Ocotea,mellosilvae
Ocotea,minarum
Ocotea,mosenii
Ocotea,nectandrifolia
Ocotea,nigrescens
Ocotea,nitida
Ocotea,notata
Ocotea,nunesiana
Ocotea,nutans
Ocotea,odorifera
Ocotea,percurrens
Ocotea,porosa
Ocotea,prolifera
Ocotea,puberula
Ocotea,pulchella
Ocotea,pulchra
Ocotea,silvestris
Ocotea,spixiana
Ocotea,subrutilans
Ocotea,sulcata
Ocotea,teleiandra
Ocotea,tristis
Ocotea,velloziana
Ocotea,velutina
Ocotea,venulosa
Microlicia,cardiophora
Microlicia,cordata
Microlicia,cryptandra
Microlicia,euphorbioides
Microlicia,fasciculata
Microlicia,graveolens
Microlicia,insignis
Microlicia,isophylla
Microlicia,juniperina
Microlicia,leucopetala
Microlicia,macrophylla
Microlicia,minima
Microlicia,myrtoidea
Microlicia,polystemma
Microlicia,serpyllifolia
Microlicia,setosa
Microlicia,sincorensis
Microlicia,tenuifolia
Microlicia,viminalis
Tetrapterys,cf. phlomoides
Tetrapterys,phlomoides
Tetrapterys,xylosteifolia
Agalinis,brachyphylla
Agalinis,communis
Agalinis,fiebrigii
Agalinis,genistifolia
Trichocline,catharinensis
Trichocline,speciosa
Myrcianthes,gigantea
Myrcianthes,pungens
Blepharodon,bicuspidatum
Blepharodon,pictum
Blepharodon,salicinum
Cambessedesia,espora
Cambessedesia,glaziovii
Cambessedesia,hilariana
Cambessedesia,salviifolia
Connarus,blanchetii
Connarus,rostratus
Connarus,suberosus
Tripodanthus,acutifolius
Berberis,campos-portoi
Berberis,laurina
Tanacetum,vulgare
Prunella,vulgaris
Platymiscium,floribundum
Platymiscium,trinitatis
Lavoisiera,grandiflora
Lavoisiera,imbricata
Lavoisiera,nervulosa
Lavoisiera,pulchella
Plenckia,populnea
Mouriri,apiranga
Mouriri,cf. glazioviana
Mouriri,elliptica
Mouriri,guianensis
Mouriri,myrtilloides
Mouriri,pusa
Abuta,grandifolia
Abuta,selloana
Garcinia,brasiliensis
Garcinia,gardneriana
Garcinia,madruno
Piptochaetium,montevidense
Piptadenia,adiantoides
Piptadenia,gonoacantha
Piptadenia,paniculata
Mascagnia,cordifolia
Mascagnia,divaricata
Mascagnia,sepium
Hyptis,brevipes
Hyptis,caespitosa
Hyptis,campestris
Hyptis,comaroides
Hyptis,conferta
Hyptis,crenata
Hyptis,dumetorum
Hyptis,goyazensis
Hyptis,hilarii
Hyptis,hirsuta
Hyptis,homalophylla
Hyptis,inodora
Hyptis,lacustris
Hyptis,lagenaria
Hyptis,lappulacea
Hyptis,linarioides
Hyptis,lorentziana
Hyptis,lutescens
Hyptis,marrubioides
Hyptis,meridionalis
Hyptis,monticola
Hyptis,muelleri
Hyptis,passerina
Hyptis,radicans
Hyptis,rubiginosa
Hyptis,saxatilis
Hyptis,sinuata
Hyptis,turnerifolia
Hyptis,uliginosa
Jungia,floribunda
Raulinoreitzia,crenulata
Raulinoreitzia,leptophlebia
Raulinoreitzia,tremula
Athyrium,dombeyi
Zoysia,japonica
Zoysia,matrella
Leptotes,bicolor
Leptotes,unicolor
Luetzelburgia,auriculata
Luetzelburgia,bahiensis
Lankesterella,caespitosa
Lankesterella,ceracifolia
Isabelia,pulchella
Isabelia,virginalis
Dendrobium,nobile
Cyrtopodium,flavum
Cyrtopodium,lamellaticallosum
Cyrtopodium,pallidum
Cyrtopodium,palmifrons
Cyrtopodium,parviflorum
Grandiphyllum,divaricatum
Grandiphyllum,hians
Cyclopogon,aff. warmingii
Cyclopogon,apricus
Cyclopogon,calophyllus
Cyclopogon,congestus
Cyclopogon,elatus
Cyclopogon,polyaden
Cyclopogon,warmingii
Cattleya,briegeri
Cattleya,cernua
Cattleya,coccinea
Cattleya,forbesii
Cattleya,nobilior
Cattleya,pfisteri
Cattleya,violacea
Catasetum,fimbriatum
Catasetum,juruenense
Catasetum,osculatum
Catasetum,socco
Catasetum,triodon
Capanemia,micromera
Capanemia,superflua
Capanemia,therezae
Campylocentrum,brachycarpum
Campylocentrum,grisebachii
Campylocentrum,pauloense
Barbosella,cogniauxiana
Barbosella,dusenii
Morus,alba
Morus,nigra
Pisonia,aculeata
Pisonia,ambigua
Mirabilis,jalapa
Mirabilis,laevis
Bougainvillea,glabra
Bougainvillea,spectabilis
Psidium,acutangulum
Psidium,araucanum
Psidium,australe
Psidium,cattleyanum
Psidium,densicomum
Psidium,firmum
Psidium,grandifolium
Psidium,guajava
Psidium,guineense
Psidium,kennedyanum
Psidium,longipetiolatum
Psidium,myrtoides
Psidium,oligospermum
Psidium,ovale
Psidium,rufum
Psidium,salutare
Psidium,striatulum
Schlechtendalia,luzulifolia
Eugenia,angustissima
Eugenia,arenaria
Eugenia,arenosa
Eugenia,astringens
Eugenia,aurata
Eugenia,azuruensis
Eugenia,beaurepairiana
Eugenia,bimarginata
Eugenia,blastantha
Eugenia,brasiliensis
Eugenia,brejoensis
Eugenia,burkartiana
Eugenia,caducibracteata
Eugenia,caipora
Eugenia,candolleana
Eugenia,catharinensis
Eugenia,cerasiflora
Eugenia,cereja
Eugenia,chiquitensis
Eugenia,chlorophylla
Eugenia,copacabanensis
Eugenia,costatifructa
Eugenia,densiracemosa
Eugenia,dichroma
Eugenia,disperma
Eugenia,dysenterica
Eugenia,egensis
Eugenia,excelsa
Eugenia,expansa
Eugenia,florida
Eugenia,francavilleana
Eugenia,handroana
Eugenia,handroi
Eugenia,hiemalis
Eugenia,inundata
Eugenia,involucrata
Eugenia,joenssonii
Eugenia,kleinii
Eugenia,ligustrina
Eugenia,longipedunculata
Eugenia,magnibracteolata
Eugenia,malacantha
Eugenia,melanogyna
Eugenia,mosenii
Eugenia,multicostata
Eugenia,myrcianthes
Eugenia,myrciariifolia
Eugenia,neomyrtifolia
Eugenia,neoverrucosa
Eugenia,oeidocarpa
Eugenia,paracatuana
Eugenia,patens
Eugenia,pitanga
Eugenia,platysema
Eugenia,pluriflora
Eugenia,prasina
Eugenia,pruniformis
Eugenia,punicifolia
Eugenia,pyriformis
Eugenia,repanda
Eugenia,sclerocalyx
Eugenia,sellowiana
Eugenia,speciosa
Eugenia,stictopetala
Eugenia,stigmatosa
Eugenia,subavenia
Eugenia,suberosa
Eugenia,subterminalis
Eugenia,sulcata
Eugenia,tenuipedunculata 
Eugenia,uniflora
Eugenia,vattimoana
Eugenia,verticillata
Campomanesia,adamantium
Campomanesia,aurea
Campomanesia,eugenioides
Campomanesia,grandiflora
Campomanesia,guaviroba
Campomanesia,guazumifolia
Campomanesia,ilhoensis
Campomanesia,littoralis
Campomanesia,neriiflora
Campomanesia,phaea
Campomanesia,pubescens
Campomanesia,schlechtendaliana
Campomanesia,sessiliflora
Campomanesia,xanthocarpa
Siphoneugena,reitzii
Plinia,cordifolia
Plinia,edulis
Plinia,hatschbachii
Plinia,nana
Plinia,peruviana
Plinia,pseudodichasiantha
Plinia,rivularis
Plinia,silvestris
Pimenta,dioica
Pimenta,pseudocaryophyllus
Deparia,petersenii
Strobilanthes,dyeriana
Eucalyptus,cinerea
Eucalyptus,dunnii
Eucalyptus,grandis
Eucalyptus,microcorys
Eucalyptus,robusta
Eucalyptus,saligna
Eucalyptus,tereticornis
Eucalyptus,viminalis
Callistemon,pityoides
Callistemon,salignus
Callistemon,viminalis
Moringa,oleifera
Rugoloa,hylaeica
Rugoloa,pilosa
Rugoloa,polygonata
Sorocea,bonplandii
Maclura,tinctoria
Dorstenia,brasiliensis
Dorstenia,carautae
Dorstenia,cayapia
Dorstenia,hirta
Dorstenia,tenuis
Dorstenia,vitifolia
Brosimum,gaudichaudii
Brosimum,guianense
Brosimum,lactescens
Stenandrium,mandioccanum
Stenandrium,riedelianum
Stenandrium,tenellum
Hennecartia,omphalandra
Enterolobium,contortisiliquum
Enterolobium,gummiferum
Enterolobium,schomburgkii
Mimusops,coriacea
Parkia,bahiae
Parkia,cachimboensis
Parkia,pendula
Parkia,platycephala
Calycophyllum,cf. multiflorum
Calycophyllum,multiflorum
Adenanthera,pavonina
Banara,arguta
Banara,parviflora
Banara,tomentosa
Calolisianthus,pedunculatus
Calolisianthus,speciosus
Guarea,guidonia
Guarea,kunthiana
Guarea,macrophylla
Cedrela,fissilis
Cedrela,odorata
Nierembergia,hatschbachii
Nierembergia,linariifolia
Nierembergia,riograndensis
Monilicarpa,brasiliana
Urtica,circularis
Urtica,dioica
Urtica,spathulata
Prescottia,densiflora
Prescottia,oligantha
Prescottia,stachyodes
Ardisia,crenata
Ardisia,guianensis
Pterodon,abruptus
Pterodon,emarginatus
Pterodon,pubescens
Hamelia,patens
Adesmia,bicolor
Adesmia,ciliata
Adesmia,latifolia
Adesmia,paranensis
Adesmia,psoraleoides
Adesmia,reitziana
Adesmia,tristis
Spiranthera,odoratissima
Achillea,millefolium
Maprounea,guianensis
Gaultheria,corvensis
Gaultheria,eriophylla
Gaultheria,itatiaiae
Gaultheria,serrata
Brassavola,tuberculata
Lindsaea,arcuata
Lindsaea,bifida
Lindsaea,botrychioides
Lindsaea,falcata
Lindsaea,guianensis
Lindsaea,lancea
Lindsaea,ovoidea
Lindsaea,quadrangularis
Lindsaea,schomburgkii
Lindsaea,stricta
Lindsaea,virescens
