id,cidade_fb,uf_resolvida
4312,Dois Vizinhos,PR
4313,Dois Vizinhos,PR
4314,Londrina,PR
4315,Capitão Leônidas Marques,PR
4316,Londrina,PR
4317,Ortigueira,PR
4318,Quedas do Iguaçu,PR
4319,Antonina,PR
4320,Itararé,SP
4321,Curiúva,PR
4322,Dois Vizinhos,PR
4323,Dois Vizinhos,PR
4324,Dois Vizinhos,PR
4325,Dois Vizinhos,PR
4326,Turvo,PR
4327,Turvo,PR
4328,Enéas Marques,PR
4329,Ivaiporã,PR
4330,Dois Vizinhos,PR
4331,Quedas do Iguaçu,PR
4332,Catanduvas,PR
4333,Cruzeiro do Iguaçu,PR
4334,Dois Vizinhos,PR
4335,Cruzeiro do Iguaçu,PR
4336,Cruzeiro do Iguaçu,PR
4337,Barbosa Ferraz,PR
4338,Nova Londrina,PR
4339,Vila Velha,ES
4340,Linhares,ES
4341,Vitória,ES
4342,Presidente Kennedy,ES
4343,Mamborê,PR
4344,Mamborê,PR
4345,Foz do Iguaçu,PR
4346,Cariacica,ES
4347,Serra,ES
4348,Anchieta,ES
4349,Presidente Kennedy,ES
4350,Conceição da Barra,ES
4351,Guarapari,ES
4352,Anchieta,ES
4353,Linhares,ES
4354,Domingos Martins,ES
4355,Linhares,ES
4356,Guarapari,ES
4357,Guarapari,ES
4358,Linhares,ES
4359,Anchieta,ES
4360,Conceição da Barra,ES
4361,Conceição da Barra,ES
4362,Cachoeiro de Itapemirim,ES
4363,Serra,ES
4364,Linhares,ES
4365,Anchieta,ES
4366,Linhares,ES
4367,Vila Velha,ES
4368,Vila Velha,ES
4369,São Francisco de Paula,RS
4370,Praia Grande,SC
4371,Osório,RS
4372,Caçapava do Sul,RS
4373,Jaquirana,RS
4374,Cambará do Sul,RS
4375,Mostardas,RS
4376,Mostardas,RS
4377,Caxias do Sul,RS
4378,Canela,RS
4379,Vacaria,RS
4380,Caxias do Sul,RS
4381,Muitos Capões,RS
4382,Osório,RS
4383,Osório,RS
4384,Osório,RS
4385,Osório,RS
4386,Osório,RS
4387,Osório,RS
4388,Osório,RS
4389,Caçapava do Sul,RS
4390,Osório,RS
4391,Osório,RS
4392,Osório,RS
4393,Caxias do Sul,RS
4394,Curitiba,PR
4395,São Francisco do Sul,SC
4396,Morretes,PR
4397,Cristalina,GO
4398,Curitiba,PR
4399,Chapecó,SC
4400,Itapoá,SC
4401,Matinhos,PR
4402,Antonina,PR
4403,Curitiba,PR
4404,Mafra,SC
4405,São José dos Pinhais,PR
4406,Guaraqueçaba,PR
4407,Uberlândia,MG
4408,Uberlândia,MG
4409,Uberaba,MG
4410,Toledo,PR
4411,Ribeirão Grande,SP
4412,Barbacena,MG
4413,Pontal do Paraná,PR
4414,Paranaguá,PR
4415,Campo Largo,PR
4416,Campo do Tenente,PR
4417,Guaratuba,PR
4418,Matinhos,PR
4419,Almirante Tamandaré,PR
4420,Piraquara,PR
4421,Uberlândia,MG
4422,Uberlândia,MG
4423,Itajaí,SC
4424,Itapema,SC
4425,Campo Largo,PR
4426,São José dos Pinhais,PR
4427,Mafra,SC
4429,São Paulo,SP
4430,Salto,SP
4431,São Paulo,SP
4432,São Paulo,SP
4433,Montes Claros de Goiás,GO
4434,Campos do Jordão,SP
4435,Congonhas do Norte,MG
4436,São Paulo,SP
4437,Ubatuba,SP
4438,Itirapina,SP
4439,Grão Mogol,MG
4440,Santana do Riacho,MG
4441,Iretama,PR
4442,Lima Duarte,MG
4443,São Paulo,SP
4444,São Paulo,SP
4445,Limeira,SP
4446,São Paulo,SP
4447,Morro do Pilar,MG
4448,Ubatuba,SP
4449,Botucatu,SP
4450,São Sebastião,SP
4451,Ubatuba,SP
4452,Botucatu,SP
4453,Piacatu,SP
4454,São Paulo,SP
4455,São Paulo,SP
4456,Mairinque,SP
4457,Cotia,SP
4458,Santana do Riacho,MG
4459,Bela Vista,MS
4460,São Paulo,SP
4461,Tremembé,SP
4462,Piracurura,PI
4463,Miguel Pereira,RJ
4464,Campinas,SP
4465,São Paulo,SP
4466,Mangaratiba,RJ
4467,Socorro,SP
4468,São Paulo,SP
4469,São Joaquim,SC
4470,Itirapina,SP
4471,Jundiaí,SP
4472,Luiziana,PR
4473,Jataizinho,PR
4474,Barapuã,SP
4475,Goioerê,PR
4476,Bagé,RS
4477,Mandirituba,PR
4478,Garuva,SC
4479,Água Fria de Goiás,GO
4480,Águas Frias,SC
4481,Aquidauana,MS
4482,Várzea da Palma,MG
4483,Francisco Dumont,MG
4484,Guaratuba,PR
4485,Alfredo Chaves,ES
4486,Primavera,PR
4487,Iretama,PR
4488,Nova Londrina,PR
4489,Guaratuba,PR
4490,Guaratuba,PR
4491,Luiziana,PR
4492,Guaratuba,PR
4493,Matinhos,PR
4494,Jequitaí,MG
4495,Correntina,BA
4496,Tuneiras do Oeste,PR
4497,São José dos Pinhais,PR
4498,Quatro Barras,PR
4499,Tavares,RS
4500,Itaqui,RS
4501,Matinhos,PR
4502,Herval d'Oeste,SC
4503,Capão Bonito,SP
4504,Lima Duarte,MG
4506,Palmeira,PR
4507,Santarém,PA
4508,Campo Alegre,GO
4509,Tibagi,PR
4510,Catalão,GO
4511,Guaratuba,PR
4512,Porto Murtinho,MS
4513,São José da Aliança,GO
4514,Porto Seguro,BA
4515,Planaltina,GO
4516,Niquelândia,GO
4517,São José do Norte,RS
4518,Torres,RS
4519,Barreiras,BA
4520,Niquelândia,GO
4521,Guaraqueçaba,PR
4522,Bela Vista,MS
4523,Bonito,MS
4524,Bodoquena,MS
4525,Bonito,MS
4526,Várzea da Palma,MG
4527,Guaraqueçaba,PR
4528,Luziânia,GO
4529,Bonito,MS
4530,Bonito,MS
4531,Caracol,MS
4532,Guaratuba,PR
4533,Pirenópolis,GO
4534,Cavalcante,GO
4535,Brasília,DF
4536,Jaboticatubas,MG
4537,Jaboticatubas,MG
4538,Pirenópolis,GO
4539,São João do Tigre,PB
4540,Catende,PE
4541,Biritiba-Mirim,SP
4542,Areia,PB
4543,Areia,PB
4544,Pitanga,PR
4545,Boa Vista,PB
4546,Taquaritinga do Norte,PE
4547,São João do Tigre,PB
4548,Maturéia,PB
4549,Agrestina,PE
4550,São João do Cariri,PB
4551,Zabelê,PB
4552,Barbosa Ferraz,PR
4553,Sengés,PR
4554,Tramandaí,RS
4555,Alta Floresta,MT
4556,Jacareacanga,PA
4557,Urubici,SC
4558,Corupá,SC
4559,Linhares,ES
4560,Guaraqueçaba,PR
4561,Santa Maria Madalena,RJ
4562,Teresópolis,RJ
4563,Silva Jardim,RJ
4564,Diamantina,MG
4565,Nova Friburgo,RJ
4566,Nova Friburgo,RJ
4567,Rio Claro,RJ
4568,Silva Jardim,RJ
4569,Niquelândia,GO
4570,Foz do Iguaçu,PR
4571,Diamantina,MG
4572,Porto Seguro,BA
4573,Curitiba,PR
4574,Morretes,PR
4575,Tuneiras do Oeste,PR
4576,Paranaguá,PR
4577,Campo do Tenente,PR
4578,Campo Alegre,SC
4579,Cantagalo,PR
4580,Morretes,PR
4581,Limeira,SP
4582,Limeira,SP
4583,Pedreira,SP
4584,Limeira,SP
4585,Pedreira,SP
4586,Chopinzinho,PR
4587,Francisco Beltrão,PR
4588,Piraí do Sul,PR
4589,Turvo,PR
4590,Guaratuba,PR
4591,Mocambinho,MG
4592,Bom Retiro,SC
4593,Reserva,PR
4594,Morretes,PR
4595,Limeira,SP
4596,Castro,PR
4597,Agudos do Sul,PR
4598,Enéas Marques,PR
4599,Cajati,SP
4600,Itaúba,MT
4601,Pranchita,PR
4602,Tunas do Paraná,PR
4603,Rio Branco do Sul,PR
4604,Planalto,PR
4605,Turvo,PR
4606,Curitiba,PR
4607,Piraí do Sul,PR
4608,Renascença,PR
4609,Carambeí,PR
4610,Rio Negro,PR
4611,Sengés,PR
4612,Chopinzinho,PR
4613,Rio Branco do Sul,PR
4614,Tijucas do Sul,PR
4615,Porto Murtinho,MS
4616,Milagres,BA
4617,Una,BA
4618,Cerro Azul,PR
4620,Corumbá,MS
4621,Perdizes,MG
4622,Licínio de Almeida,BA
4623,Tapes,RS
4624,Rio de Contas,BA
4625,Itaqui,RS
4626,Adrianópolis,PR
4627,Morretes,PR
4628,Morretes,PR
4629,Morretes,PR
4630,Adrianópolis,PR
4631,Quatro Barras,PR
4632,Morretes,PR
4634,Itaúba,MT
4635,Reserva,PR
4636,Nova Tebas,PR
4637,Bocaiúva do Sul,PR
4638,Adrianópolis,PR
4639,Anápolis,GO
4640,Jaguariaíva,PR
4641,Guaraqueçaba,PR
4642,Bocaiúva do Sul,PR
4643,Mucugê,BA
4644,Ponta Porã,MS
4645,Perdizes,MG
4646,Corumbá,MS
4647,Pontal do Paraná,PR
4648,Guaraqueçaba,PR
4649,Dores do Indaiá,MG
4650,Jaboticatubas,MG
4651,São João d'Aliança,GO
4652,Corumbá,MT
4653,Curitiba,PR
4654,Foz do Jordão,PR
4655,Capanema,PR
4656,Pinhais,PR
4657,São Carlos,SP
4658,Corumbá,MT
4659,Ribeirão Grande,SP
4660,Benedito Novo,SC
4661,Pocinhos do Rio Verde,MG
4662,Tapes,RS
4664,Tibagi,PR
4665,Quatro Barras,PR
4666,Morretes,PR
4667,Curitiba,PR
4668,Morretes,PR
4669,Baependi,MG
4670,Rio Claro,SP
4671,Campo Magro,PR
4672,Piên,PR
4673,Joinville,SC
4674,Joinville,SC
4675,Paranaíta,MT
4676,Antonina,PR
4677,Tunas do Paraná,PR
4678,Osório,RS
4679,São Francisco do Sul,SC
4680,Miranda,MS
4681,Mundo Novo,MS
4682,Rio Verde de Mato Grosso,MS
4683,Uberaba,MG
4684,Pato Branco,PR
4685,Barracão,PR
4686,Antonina,PR
4687,Ponte Alta do Tocantins,TO
4688,Cantagalo,PR
4689,Ortigueira,PR
4690,Santa Vitória do Palmar,RS
4691,Capitão Leônidas Marques,PR
4692,Nioaque,MS
4693,Joaquim Felício,MG
4694,Macaúbas,BA
4695,Bonito,MS
4696,Milagres,BA
4697,Joaquim Felício,MG
4698,Poções,BA
4699,Joaquim Felício,MG
4700,Janaúba,MG
4701,Conde,BA
4702,Guaraqueçaba,PR
4703,Aratuípe,BA
4704,Iaçu,BA
4705,Ilhéus,BA
4706,Pinheiro Machado,RS
4707,Montes Claros,MG
4708,Cerro Azul,PR
4709,Morretes,PR
4710,Palmares do Sul,RS
4711,Chuí,RS
4712,Matelândia,PR
4713,Pindaí,BA
4714,Macaúbas,BA
4715,Paranaíta,MT
4716,Antonina,PR
4717,Cerro Azul,PR
4718,Curitiba,PR
4719,Ponta Grossa,PR
4720,Ituberá,BA
4721,Capitão Enéas,MG
4722,Conceição da Barra,ES
4723,Pontes e Lacerda,MT
4724,Ilhéus,BA
4725,Joaquim Felício,MG
4726,Bom Jesus da Lapa,BA
4727,Barra do Bugres,MT
4728,Cambará do Sul,RS
4729,Barra do Bugres,MT
4730,São José do Norte,RS
4731,Janaúba,MG
4732,Grão Mogol,MG
4733,Morro do Chapéu,BA
4734,Rio Brilhante,MS
4735,Carinhanha,BA
4737,Nova Bandeirantes,MT
4738,Ponta Grossa,PR
4739,Osório,RS
4740,Cianorte,PR
4741,Candói,PR
4742,Colíder,MT
4743,Caldas Novas,GO
4744,Grão Mogol,MG
4745,Sonora,MS
4746,Correntina,BA
4747,Porto Murtinho,MS
4748,Alto Paraíso de Goiás,GO
4749,Anápolis,GO
4750,Itaobim,MG
4753,Curitiba,PR
4754,Lapa,PR
4755,Morro do Chapéu,BA
4756,Jataí,GO
4757,Guarapuava,PR
4758,Campina Grande do Sul,PR
4759,Manfrinópolis,PR
4760,Guarapuava,PR
4761,Quitandinha,PR
4762,Castro,PR
4763,Capitão Poço,PA
4764,Tijucas do Sul,PR
4765,Bataguassu,MS
4766,Mucuri,BA
4767,Tupiratins,TO
4768,Tibagi,PR
4769,Guaratuba,PR
4770,Nova Viçosa,BA
4771,Rondonópolis,MT
4772,Porto Murtinho,MS
4774,Piraquara,PR
4775,Manhuaçu,MG
4776,Palmas,PR
4778,São José dos Pinhais,PR
4779,Brasília,DF
4782,Cantagalo,PR
4786,Felício dos Santos,MG
4787,Manaus,AM
4788,Adrianópolis,PR
4789,Guarantã do Norte,MT
4790,Chapada dos Guimarães,MT
4791,Palmas,PR
4792,Macaíba,RN
4793,Pontal do Paraná,PR
4794,Guarapuava,PR
4795,Três Lagoas,MS
4798,Terra Rica,PR
4799,Mandirituba,PR
4800,Campina Grande do Sul,PR
4801,Jundiaí do Sul,PR
4802,Alto Paraíso de Goiás,GO
4803,Alta Floresta,MT
4804,São Francisco do Sul,SC
4805,Guaraqueçaba,PR
4806,Paranaíta,MT
4808,Colíder,MT
4809,Alta Floresta,MT
4810,Palmas,PR
4811,Coxim,MS
4812,Uberlândia,MG
4814,Céu Azul,PR
4815,Morungaba,SP
4816,Morretes,PR
4817,Jacareacanga,PA
4818,São Francisco do Sul,SC
4819,Alta Floresta,MT
4820,Alta Floresta,MT
4821,Lapa,PR
4822,Nova Friburgo,RJ
4823,Tibagi,PR
4824,Alta Floresta,MT
4825,Nova Andradina,MS
4826,Matozinhos,MG
4827,Piumhi,MG
4828,Foz do Iguaçu,PR
4829,Laguna,SC
4830,Lauro Muller,SC
4831,Bom Jesus,RS
4832,Morretes,PR
4833,Imbaú,PR
4834,Resende,RJ
4835,Peixe-Boi,PA
4836,Umuarama,PR
4837,Candói,PR
4838,Paranaguá,PR
4839,Bocaiúva do Sul,PR
4840,Tijucas do Sul,PR
4841,Curitiba,PR
4845,Cândido de Abreu,PR
4846,Cândido de Abreu,PR
4847,Arapoti,PR
4848,Pitanga,PR
4850,Ponte Alta do Tocantins,TO
4851,Santa Teresa,ES
4852,São Paulo,SP
4853,Santa Maria do Salto,MG
4854,Corumbá,MS
4855,Sant'Ana do Livramento,RS
4856,Capão do Leão,RS
4857,Pelotas,RS
4858,Brusque,SC
4859,Prudentópolis,PR
4861,Areias,SP
4862,Castelo,ES
4863,Vidal Ramos,SC
4864,Jaguariaíva,PR
4867,Porto Murtinho,MS
4868,Joaquim Felício,MG
4869,Anastácio,MS
4871,São José dos Pinhais,PR
4872,Piraquara,PR
4873,Conceição do Tocantins,TO
4875,Joaquim Felício,MG
4876,Vila Bela da Santíssima Trindade,MT
4877,Chapada dos Guimarães,MT
4878,Castelo,ES
4879,General Carneiro,PR
4880,Foz do Iguaçu,PR
4881,Foz do Iguaçu,PR
4882,Guaíra,PR
4883,Foz do Iguaçu,PR
4884,Mercedes,PR
4885,Foz do Iguaçu,PR
4886,Foz do Iguaçu,PR
4887,Foz do Iguaçu,PR
4888,Foz do Iguaçu,PR
4889,Foz do Iguaçu,PR
4890,Foz do Iguaçu,PR
4891,Foz do Iguaçu,PR
4892,Foz do Iguaçu,PR
4893,Guatambú,SC
4894,Foz do Iguaçu,PR
4895,Foz do Iguaçu,PR
4896,Guaíra,PR
4897,Foz do Iguaçu,PR
4898,Foz do Iguaçu,PR
4899,Foz do Iguaçu,PR
4901,Foz do Iguaçu,PR
4903,Foz do Iguaçu,PR
4904,Foz do Iguaçu,PR
4905,Matelândia,PR
4906,Santa Helena,PR
4907,Foz do Iguaçu,PR
4908,Maracaju,MS
4909,Foz do Iguaçu,PR
4910,Santa Terezinha de Itaipu,PR
4912,Guaíra,PR
4913,Foz do Iguaçu,PR
4914,Foz do Iguaçu,PR
4915,Foz do Iguaçu,PR
4916,Foz do Iguaçu,PR
4918,Foz do Iguaçu,PR
4919,Foz do Iguaçu,PR
4920,Cascavel,PR
4921,Santa Terezinha de Itaipu,PR
4922,Foz do Iguaçu,PR
4923,Foz do Iguaçu,PR
4924,Leblon Régis,SC
4925,Rio Bonito do Iguaçu,PR
4926,Foz do Iguaçu,PR
4927,Marechal Cândido Rondon,PR
4929,Foz do Iguaçu,PR
4930,Foz do Iguaçu,PR
4931,Foz do Iguaçu,PR
4933,Foz do Iguaçu,PR
4934,Foz do Iguaçu,PR
4935,Foz do Iguaçu,PR
4936,Matelândia,PR
4937,Foz do Iguaçu,PR
4938,Marechal Cândido Rondon,PR
4939,Foz do Iguaçu,PR
4940,Foz do Iguaçu,PR
4941,Foz do Iguaçu,PR
4942,Osório,RS
4943,Caxias do Sul,RS
4944,Mostardas,RS
4945,Osório,RS
4946,Osório,RS
4947,Osório,RS
4948,Quilombo,SC
4949,Santo Antônio da Patrulha,RS
4950,Osório,RS
4951,São Francisco de Paula,RS
4952,Irati,PR
4953,Caxias do Sul,RS
4954,São Joaquim,SC
4955,Iretama,PR
4956,Caxias do Sul,RS
4957,Bom Jesus,RS
4958,Santa Tereza,RS
4959,Candiota,RS
4960,Cáceres,MT
4961,Tavares,RS
4962,Cáceres,MT
4963,Osório,RS
4964,Osório,RS
4965,Piratini,RS
4966,Vacaria,RS
4967,Derrubadas,RS
4968,Candiota,RS
4969,Osório,RS
4970,Osório,RS
4971,Cambará do Sul,RS
4972,São Marcos,RS
4973,Cambará do Sul,RS
4974,Mostardas,RS
4975,Canguçu,RS
4976,Bom Jesus,RS
4977,São José do Norte,RS
4978,São Francisco de Paula,RS
4979,Caxias do Sul,RS
4980,Quevedos,RS
4981,Cambará do Sul,RS
4982,Balneário Pinhal,RS
4983,São Francisco de Paula,RS
4984,Gramado,RS
4985,Caxias do Sul,RS
4986,Santa Vitória do Palmar,RS
4987,Cambará do Sul,RS
4988,São Marcos,RS
4989,Arroio dos Ratos,RS
4990,Osório,RS
4991,Cambará do Sul,RS
4992,São Francisco de Assis,RS
4993,São Francisco de Paula,RS
4994,Três Passos,RS
4995,Osório,RS
4996,Itatim,BA
4997,Carira,SE
4998,Ruy Barbosa,BA
4999,Ruy Barbosa,BA
5000,Morro do Chapéu,BA
5001,Areia,PB
5002,Maravilha,AL
5003,Ruy Barbosa,BA
5004,Pinhão,SE
5005,Pinhão,SE
5006,Simão Dias,SE
5007,Juazeiro,BA
5008,Panelas,PE
5009,Morro do Chapéu,BA
5010,São José da Laje,AL
5011,Maravilha,AL
5012,Vitória da Conquista,BA
5013,Milagres,BA
5014,Campo Mourão,PR
5015,Nísia Floresta,RN
5016,São José do Mipibú,RN
5017,São José do Mipibú,RN
5018,Nísia Floresta,RN
5019,Paulista,PE
5020,Linhares,ES
5021,Santa Teresa,ES
5022,Pombos,PE
5023,Goiana,PE
5024,Rio de Janeiro,RJ
5025,Belo Jardim,PE
5026,Bezerros,PE
5027,Sirinhaém,PE
5028,Cabo de Santo Agostinho,PE
5029,Igarassu,PE
5030,Caracaraí,RR
5031,Amajari,RR
5032,Quebrangulo,AL
5033,Agrestina,PE
5034,Bezerros,PE
5035,Amargosa,BA
5036,Areia Branca,SE
5037,Bezerros,PE
5038,Bonito,PE
5039,Maranguape,CE
5040,Guaramiranga,CE
5041,Areia Branca,SE
5042,Maringá,PR
5043,Maringá,PR
5044,Maringá,PR
5045,Maringá,PR
5046,Maringá,PR
5047,Maringá,PR
5048,Maringá,PR
5049,Maringá,PR
5050,Maringá,PR
5051,Maringá,PR
5052,Maringá,PR
5053,Três Lagoas,MS
5054,Campo Mourão,PR
5055,Nova Cantu,PR
5056,São Vicente do Sul,RS
5057,São Vicente do Sul,RS
5058,Dona Francisca,RS
5059,São Pedro do Sul,RS
5060,Bagé,RS
5061,São Vicente do Sul,RS
5062,Dona Francisca,RS
5063,Santiago,RS
5064,Cambé,PR
5065,Maringá,PR
5066,Maringá,PR
5067,Pinhão,PR
5068,Maringá,PR
5069,Diamante do Norte,PR
5070,Pinhão,PR
5071,Maringá,PR
5072,Cianorte,PR
5073,Faxinal,PR
5074,Sacramento,MG
5075,Maringá,PR
5076,Pinhão,PR
5077,Maringá,PR
5078,Diamante do Norte,PR
5079,Diamante do Norte,PR
5080,Maringá,PR
5081,Diamante do Norte,PR
5082,Diamante do Norte,PR
5083,Diamantina,MG
5084,Maringá,PR
5085,Maringá,PR
5086,Cianorte,PR
5087,Faxinal,PR
5088,Diamante do Norte,PR
5089,Rio de Janeiro,RJ
5090,Belo Vale,MG
5091,Santana do Riacho,MG
5093,Florianópolis,SC
5094,Belo Horizonte,MG
5095,Mangaratiba,RJ
5096,Florianópolis,SC
5097,Santana do Riacho,MG
5098,Santana do Riacho,MG
5099,Caeté,MG
5100,Rio de Janeiro,RJ
5101,Teresópolis,RJ
5102,Vitória,ES
5103,Guapimirim,RJ
5104,Rio de Janeiro,RJ
5105,Florianópolis,SC
5106,Nova Friburgo,RJ
5107,Nova Friburgo,RJ
5108,Mimoso do Sul,ES
5109,Campos do Jordão,SP
5110,Resende,RJ
5111,Rio de Janeiro,RJ
5112,Teresópolis,RJ
5113,São José do Vale do Rio Preto,RJ
5114,Nova Friburgo,RJ
5115,Maricá,RJ
5116,Nova Friburgo,RJ
5117,São José do Vale do Rio Preto,RJ
5118,Maricá,RJ
5119,Itatiaia,RJ
5120,Duas Barras,RJ
5121,Rio de Janeiro,RJ
5122,Santana do Riacho,MG
5123,Rio de Janeiro,RJ
5124,Angra dos Reis,RJ
5125,Cabo Frio,RJ
5126,Canelinha,SC
5127,Brusque,SC
5128,São Bonifácio,SC
5129,Morro Grande,SC
5130,Águas Mornas,SC
5131,Itatiaia,RJ
5132,Morro do Chapéu,BA
5133,Florianópolis,SC
5134,Laguna,SC
5135,Florianópolis,SC
5136,Rio de Janeiro,RJ
5137,Rio de Janeiro,RJ
5138,Campina Verde,GO
5139,Igarassu,PE
5140,Maceió,AL
5141,Jaqueira,PE
5142,Jaqueira,PE
5143,Recife,PE
5144,Maturéia,PB
5145,Areia,PB
5146,Areia,PB
5147,Corupá,SC
5148,Joinville,SC
5149,Jaqueira,PE
5150,Baía Formosa,RN
5151,Jaqueira,PE
5152,Maceió,AL
5153,Jaqueira,PE
5154,Quebrangulo,AL
5155,João Pessoa,PB
5156,Quebrangulo,AL
5157,Quebrangulo,AL
5158,Mataraca,PB
5159,Jaqueira,PE
5160,Santa Rita,PB
5161,Pilar,AL
5162,Florianópolis,SC
5163,Anita Garibaldi,SC
5164,João Pessoa,PB
5165,João Pessoa,PB
5166,Jaqueira,PE
5167,Jaqueira,PE
5168,Maceió,AL
5169,Santa Rita,PB
5170,Conde,PB
5171,Cruz do Espírito Santo,PB
5172,Porto Belo,SC
5173,Capinzal,SC
5174,Turvo,SC
5175,Igarassu,PE
5176,Praia Grande,SC
5177,Otacílio Costa,SC
5178,Rio Fortuna,SC
5179,Itapoá,SC
5180,Biguaçu,SC
5181,São João do Itaperiú,SC
5182,Coronel Domingos Soares,PR
5183,Itambé,PR
5184,Quatro Barras,PR
5185,Florianópolis,SC
5186,Itapema,SC
5188,Rio de Janeiro,RJ
5189,Tefé,AM
5191,Governador Valadares,MG
5192,Sobrália,MG
5193,Santa Cruz do Escalvado,MG
5194,Bom Jesus do Galho,MG
5195,Caratinga,MG
5196,Mariana,MG
5197,Mariana,MG
5198,São José do Goiabal,MG
5199,Itueta,MG
5200,Barra Longa,MG
5201,Marilândia,ES
5202,Conselheiro Pena,MG
5203,Rio de Janeiro,RJ
5204,Morretes,PR
5205,Januária,MG
5206,Sombrio,SC
5207,Palmas,PR
5208,Cristália,MG
5209,Iguatemi,MS
5211,Governador Valadares,MG
5212,Sengés,PR
5213,Rio Casca,MG
5214,Jaguariaíva,PR
5215,Santana do Riacho,MG
5216,Diamantina,MG
5217,Jaguariaíva,PR
5218,Paranaguá,PR
5219,Quatro Barras,PR
5220,Goiânia,GO
5221,Rio Brilhante,MS
5222,Lima Duarte,MG
5223,Lima Duarte,MG
5224,Brasília,DF
5225,Guaratuba,PR
5226,Foz do Iguaçu,PR
5227,Guarapuava,PR
5228,Santo Antônio do Caiuá,PR
5229,Rio de Contas,BA
5230,Piedade,SP
5231,Tibagi,PR
5232,Couto de Magalhães de Minas,MG
5233,Couto de Magalhães de Minas,MG
5234,Guaratuba,PR
5235,Linhares,ES
5236,Almirante Tamandaré,PR
5237,Colatina,ES
5238,Colatina,ES
5239,Santa Cruz do Escalvado,MG
5240,Caxias do Sul,RS
5241,Cambará do Sul,RS
5242,Antônio Prado,RS
5243,Cambará do Sul,RS
5245,Resplendor,MG
5246,Campos Novos,SC
5247,Caxias do Sul,RS
5248,Canela,RS
5249,São Francisco de Paula,RS
5250,Santana do Paraíso,MG
5251,Caxias do Sul,RS
5252,Monte Belo do Sul,RS
5253,Governador Valadares,MG
5254,Monte Alegre dos Campos,RS
5255,Linhares,ES
5256,Linhares,ES
5257,Linhares,ES
5258,Linhares,ES
5259,Aimorés,MG
5260,Aracruz,ES
5261,Marliéria,MG
5262,São José do Goiabal,MG
5263,Colatina,ES
5264,Iapu,MG
5265,Linhares,ES
5266,Caratinga,MG
5267,Itueta,MG
5268,Linhares,ES
5269,Conselheiro Pena,MG
5270,Rio Casca,MG
5271,Mariana,MG
5272,Curitiba,PR
5273,Mato Verde,MG
5274,Grão Mogol,MG
5275,Santana do Riacho,MG
5276,Mato Verde,MG
5277,Rio de Contas,BA
5278,Botumirim,MG
5279,Linhares,ES
5280,Mariana,MG
5281,Mariana,MG
5282,Mariana,MG
5283,Barra Longa,MG
5284,Ponte Nova,MG
5285,Timóteo,MG
5286,Ponte Nova,MG
5287,Rio Doce,MG
5288,Caratinga,MG
5289,Rio Casca,MG
5290,Sem-Peixe,MG
5291,Linhares,ES
5292,Barra Longa,MG
5293,Tumiritinga,MG
5294,Barra Longa,MG
5295,Morretes,PR
5296,Mariana,MG
5297,Caxias do Sul,RS
5298,Monte Belo do Sul,RS
5299,Ouro Preto,MG
5300,Caxias do Sul,RS
5301,Santa Tereza,RS
5302,Caxias do Sul,RS
5303,Itatiaia,RJ
5304,Tibagi,PR
5305,Campo Mourão,PR
5306,Riacho dos Machados,MG
5307,Itapoá,SC
5308,Tibagi,PR
5309,Morretes,PR
5310,Castro,PR
5311,Campo Magro,PR
5312,Palhoça,SC
5313,Altamira,PA
5314,São Mateus do Sul,PR
5315,Palmas,PR
5316,São Mateus do Sul,PR
5317,Tapiraí,SP
5318,São João Batista do Glória,MG
5319,Piumhi,MG
5320,São Pedro da Aldeia,RJ
5321,Cristália,MG
5323,Prado,BA
5324,Delfinópolis,MG
5325,Altônia,PR
5326,Guaraqueçaba,PR
5327,Jundiaí do Sul,PR
5328,Matinhos,PR
5329,Adrianópolis,PR
5331,Candói,PR
5332,Guabiruba,SC
5333,São João Batista do Glória,MG
5334,Jaguariaíva,PR
5335,Tunas do Paraná,PR
5336,Venda Nova do Imigrante,ES
5337,Delfinópolis,MG
5338,Turvo,PR
5339,Barra da Estiva,BA
5340,Tibagi,PR
5341,Rio Brilhante,MS
5342,Guaratuba,PR
5343,Valença,BA
5344,Arapoti,PR
5345,Tibagi,PR
5346,Aquidauana,MS
5348,Ilhéus,BA
5349,Mucugê,BA
5350,Guaratuba,PR
5352,Três Marias,MG
5354,Venda Nova do Imigrante,ES
5355,São José dos Pinhais,PR
5356,Arapoti,PR
5358,Pereira Barreto,SP
5359,Balneário Camboriú,SC
5361,União da Vitória,PR
5362,Buritizeiro,MG
5363,Matinhos,PR
5364,Delfinópolis,MG
5365,Perdizes,MG
5366,Bocaiúva do Sul,PR
5367,Jaguariaíva,PR
5368,Guaraqueçaba,PR
5369,São José dos Pinhais,PR
5370,Palmeira,PR
5371,Campina Grande do Sul,PR
5372,Guaraqueçaba,PR
5373,São João d'Aliança,GO
5374,Porto Murtinho,MS
5375,Franco da Rocha,SP
5376,Caraguatatuba,SP
5377,Paulo Frontin,PR
5379,São Sebastião,SP
5380,Tibagi,PR
5381,Ponta Grossa,PR
5382,Guarapuava,PR
5383,São João do Triunfo,PR
5384,Bocaiúva do Sul,PR
5385,Rio Branco do Sul,PR
5386,São José da Boa Vista,PR
5387,São Miguel Arcanjo,SP
5388,Lindoeste,PR
5389,Matinhos,PR
5390,Rio de Contas,BA
5391,Rio de Janeiro,RJ
5392,Ubatuba,SP
