id,cidade_fb,uf_resolvida
2196,Tibagi,PR
2197,Palmeira,PR
2198,Santa Terezinha,RS
2199,Piraquara,PR
2200,Tuneiras do Oeste,PR
2201,Itacarambi,MG
2202,Ortigueira,PR
2203,Ortigueira,PR
2204,Poços de Caldas,MG
2205,Marechal Floriano,ES
2206,Campina Grande do Sul,PR
2207,Gouveia,MG
2208,Morretes,PR
2209,Tunas do Paraná,PR
2210,Salvador,BA
2211,Palmeiras,BA
2212,Campina Grande do Sul,PR
2213,Paranaguá,PR
2214,Palmeira,PR
2215,Cantagalo,RJ
2216,Rio de Janeiro,RJ
2217,Piraí do Sul,PR
2218,Paranaguá,PR
2219,Curitiba,PR
2220,Paranaguá,PR
2221,Jundiaí do Sul,PR
2222,Guarapuava,PR
2223,Serro,MG
2224,Praia Grande,SC
2225,Capitão Leônidas Marques,PR
2226,Derrubadas,RS
2227,Palmeira,PR
2228,Curitiba,PR
2229,Morretes,PR
2230,Curitiba,PR
2231,Garuva,SC
2232,Caracol,MS
2233,Sant'Ana do Livramento,RS
2234,Bonito,MS
2235,Quaraí,RS
2236,Diamantina,MG
2237,Piedade,SP
2238,Cuiabá,MT
2239,Bela Vista,MS
2240,Bodoquena,MS
2241,Chapada dos Guimarães,MT
2242,Porto Murtinho,MS
2243,Paranaguá,PR
2244,Palhoça,SC
2245,Florianópolis,SC
2246,Florianópolis,SC
2247,Florianópolis,SC
2248,Florianópolis,SC
2249,Florianópolis,SC
2250,Florianópolis,SC
2251,Florianópolis,SC
2252,Florianópolis,SC
2253,Florianópolis,SC
2254,Palhoça,SC
2255,Naviraí,MS
2256,Naviraí,MS
2257,Naviraí,MS
2258,Naviraí,MS
2259,Lunardelli,PR
2260,Terra Rica,PR
2261,Terra Rica,PR
2262,Terra Rica,PR
2263,Terra Rica,PR
2264,Uberaba,MG
2265,Ivaiporã,PR
2266,Ivaiporã,PR
2267,Ivaiporã,PR
2268,Naviraí,MS
2269,Entre Rios do Oeste,PR
2270,Entre Rios do Oeste,PR
2271,Entre Rios do Oeste,PR
2272,Entre Rios do Oeste,PR
2273,Entre Rios do Oeste,PR
2274,Entre Rios do Oeste,PR
2275,Entre Rios do Oeste,PR
2276,Bom Jardim da Serra,SC
2277,Cariacica,ES
2278,São José dos Pinhais,PR
2279,Piraí do Sul,PR
2280,Cariacica,ES
2281,São Joaquim,SC
2282,Brasília,DF
2283,Rancho Queimado,SC
2284,Porto Murtinho,MS
2285,Urubici,SC
2286,Urubici,SC
2287,Rio Negrinho,SC
2288,Viana,ES
2289,Castelo,ES
2290,Capão Alto,SC
2291,Imaruí,SC
2292,Cariacica,ES
2293,Ponta Grossa,PR
2294,Urupema,SC
2295,Paraty,RJ
2296,Bom Jesus,RS
2297,São Bento do Sul,SC
2298,Pirenópolis,GO
2299,São Bento do Sul,SC
2300,Cariacica,ES
2301,Guaratuba,PR
2302,Viana,ES
2303,Castelo,ES
2304,Cariacica,ES
2305,Cariacica,ES
2306,Nova Venécia,ES
2307,Lages,SC
2308,Ponta Grossa,PR
2309,Castelo,ES
2310,Nova Venécia,ES
2311,Cariacica,ES
2312,Bela Vista,MS
2313,Rio Branco do Sul,PR
2314,Bom Jesus,RS
2315,Otacílio Costa,SC
2316,Conceição do Castelo,ES
2317,Urupema,SC
2318,Bom Retiro,SC
2319,Castelo,ES
2320,Ponta Grossa,PR
2321,Miguel Pereira,RJ
2322,Palmares do Sul,RS
2323,Morretes,PR
2324,Abaíra,BA
2325,Morretes,PR
2326,Tibagi,PR
2327,Bom Jesus,RS
2328,Porto Rico,PR
2329,Nova Venécia,ES
2330,Bonito,MS
2331,Godoy Moreira,PR
2332,Jaguariaíva,PR
2333,Santa Maria,RS
2334,Eldorado,SP
2336,Juranda,PR
2337,Juranda,PR
2338,Juranda,PR
2339,Juranda,PR
2340,Delfinópolis,MG
2341,Mauá da Serra,PR
2342,Jaguariaíva,PR
2343,Ponta Grossa,PR
2344,Londrina,PR
2345,Londrina,PR
2346,Jaguariaíva,PR
2347,Nova Friburgo,RJ
2348,Mauá da Serra,PR
2349,Campo Largo,PR
2350,Tibagi,PR
2351,Sengés,PR
2352,Ponta Grossa,PR
2353,Piraí do Sul,PR
2354,Echaporã,SP
2355,Chapada dos Guimarães,MT
2356,Londrina,PR
2357,Arapongas,PR
2358,Londrina,PR
2359,Sengés,PR
2360,Itararé,SP
2361,São José dos Pinhais,PR
2362,São Jerônimo da Serra,PR
2363,Sertanópolis,PR
2364,Paranavaí,PR
2365,Teixeira Soares,PR
2366,Cornélio Procópio,PR
2367,Sertanópolis,PR
2368,Londrina,PR
2369,Santo Antônio do Paraíso,PR
2370,São Sebastião,SP
2371,Tibagi,PR
2372,Palmeira,PR
2373,Assis,SP
2374,Rolândia,PR
2375,Itaúna do Sul,PR
2376,Lupionópolis,PR
2377,Leópolis,PR
2378,Araçatuba,SP
2379,Tupã,SP
2380,Londrina,PR
2381,Santo Antônio do Paraíso,PR
2382,Sapopema,PR
2383,Sertaneja,PR
2384,Londrina,PR
2385,Guaraqueçaba,PR
2386,Bela Vista do Paraíso,PR
2387,Ortigueira,PR
2388,Londrina,PR
2389,Foz do Iguaçu,PR
2390,Foz do Iguaçu,PR
2391,Foz do Iguaçu,PR
2392,Foz do Iguaçu,PR
2393,Foz do Iguaçu,PR
2394,Foz do Iguaçu,PR
2395,Foz do Iguaçu,PR
2396,Foz do Iguaçu,PR
2397,Foz do Iguaçu,PR
2398,Foz do Iguaçu,PR
2399,Foz do Iguaçu,PR
2400,Foz do Iguaçu,PR
2401,Foz do Iguaçu,PR
2402,Foz do Iguaçu,PR
2403,Capitólio,MG
2404,São Roque de Minas,MG
2405,Botucatu,SP
2406,Céu Azul,PR
2407,Céu Azul,PR
2408,Tibagi,PR
2409,Agudos do Sul,PR
2410,Cerro Azul,PR
2411,Lapa,BR
2412,Carambeí,PR
2413,Porto Amazonas,PR
2414,Morretes,PR
2415,Quatro Barras,PR
2416,Piraquara,PR
2417,Adrianópolis,PR
2418,Diamante do Norte,PR
2419,Ponta Grossa,PR
2420,Guaratuba,PR
2421,Candói,PR
2422,Carambeí,PR
2423,Guaratuba,PR
2424,Paula Freitas,PR
2425,Palmas,PR
2426,Paranaguá,PR
2427,Campina Grande do Sul,PR
2428,Carambeí,PR
2429,Palmeira,PR
2430,Carambeí,PR
2431,Carambeí,PR
2432,Paranaguá,PR
2433,Guarapuava,PR
2434,Céu Azul,PR
2435,Mangueirinha,PR
2436,Timbó do Sul,SC
2437,Lapa,PR
2438,Barra do Turvo,SP
2439,Mauá da Serra,PR
2440,Pontal do Paraná,PR
2441,Pontal do Paraná,PR
2442,Cantagalo,PR
2443,Palmeira,PR
2444,Palhoça,SC
2445,Adrianópolis,PR
2446,Piraquara,PR
2447,Lapa,PR
2448,Nova Porteirinha,MG
2449,Porto Murtinho,MS
2450,Palmeira,PR
2451,Indaial,SC
2452,Céu Azul,PR
2453,Foz do Iguaçu,PR
2454,Foz do Iguaçu,PR
2455,Foz do Iguaçu,PR
2456,Nova Tebas,PR
2457,Araruna,PR
2458,Tuneiras do Oeste,PR
2459,Otacílio Costa,SC
2460,Pouso Redondo,SC
2461,Pouso Redondo,SC
2462,Pouso Redondo,SC
2463,Taió,SC
2464,Ponte Alta do Norte,SC
2465,Ponte Alta do Norte,SC
2466,Monte Castelo,SC
2467,Monte Castelo,SC
2468,Papanduva,SC
2469,Kaloré,PR
2470,Céu Azul,PR
2471,Céu Azul,PR
2472,Mato Rico,PR
2473,Mato Rico,PR
2474,Garuva,SC
2475,Chapada Diamantina,BA
2476,Tijucas do Sul,PR
2477,Guaratuba,PR
2478,Salvador,BA
2479,São José dos Ausentes,RS
2480,São José dos Ausentes,RS
2481,Mato Rico,PR
2482,Céu Azul,PR
2483,Santa Tereza do Oeste,PR
2484,Santa Tereza do Oeste,PR
2485,Nova Tebas,PR
2486,Nova Tebas,PR
2487,São Miguel do Iguaçu,PR
2488,São Miguel do Iguaçu,PR
2489,Foz do Iguaçu,PR
2490,Foz do Iguaçu,PR
2491,Guaratuba,PR
2492,Guaratuba,PR
2493,Guaratuba,PR
2494,Campina Grande do Sul,PR
2495,Guaratuba,PR
2496,Guaratuba,PR
2497,Coronel Domingos Soares,PR
2498,Coronel Domingos Soares,PR
2499,Passos Maia,SC
2500,Coronel Domingos Soares,PR
2501,Piraquara,PR
2502,Mangueirinha,PR
2503,Curitiba,PR
2504,Mangueirinha,PR
2505,São José dos PInhais,PR
2506,Morretes,PR
2507,Mangueirinha,PR
2508,Guaratuba,PR
2509,Cerro Azul,PR
2510,Cerro Azul,PR
2511,Bom Jesus,RS
2512,Palmas,PR
2513,Joaquim Felício,PR
2514,Ponta Grossa,PR
2515,Santo Antônio do Sudoeste,PR
2516,Porto Estrela,MT
2517,Santa Maria do Oeste,PR
2518,Ponta Grossa,PR
2519,Prudentópolis,PR
2520,Palmeira,PR
2521,Cavalcante,GO
2522,Manoel Ribas,PR
2523,Bocaiúva do Sul,PR
2524,Tunas do Paraná,PR
2525,Paranaguá,PR
2526,Tomazina,PR
2527,Campina Grande do Sul,PR
2528,Barra do Turvo,SP
2529,Capanema,PR
2531,Serranópolis do Iguaçu,PR
2532,Serranópolis do Iguaçu,PR
2533,Céu Azul,PR
2534,Matelândia,PR
2535,Céu Azul,PR
2536,Matelândia,PR
2537,Jundiaí do Sul,PR
2538,Milagres,BA
2539,Anastácio,MS
2540,Jaguariaíva,PR
2541,Jauru,MT
2542,Carambeí,PR
2543,Rio Branco do Sul,PR
2544,Colombo,PR
2546,Planaltina,GO
2547,Rio Branco do Sul,PR
2548,Realeza,MG
2549,Mandirituba,PR
2551,Guaraqueçaba,PR
2552,Joinville,SC
2553,Três Palmeiras,RS
2554,Quatro Barras,PR
2555,Quatro Barras,PR
2556,Passo Fundo,RS
2557,Florianópolis,SC
2558,Jeremoabo,BA
2559,Cristalina,GO
2560,Ibotirama,BA
2561,Cristália,MG
2562,Corupá,SC
2563,Passo Fundo,RS
2564,Passo Fundo,RS
2565,Castelo,ES
2566,Antonina,PR
2567,Quatro Barras,PR
2568,Bela Vista,MS
2569,Ponta Grossa,PR
2570,Goianópolis,GO
2571,Antonina,PR
2572,Ponta Grossa,PR
2573,São José da Boa Vista,PR
2574,Campina Grande do Sul,PR
2575,Grão Mogol,MG
2576,Campina Grande do Sul,PR
2577,Rio de Contas,BA
2578,Cristália,MG
2579,Oliveira dos Brejinhos,BA
2580,Amambai,MS
2581,Manhumirim,MG
2582,Presidente Soares,MG
2583,Ladário,MS
2584,Aurora do Tocantins,TO
2585,Pirapora,MG
2586,Carambeí,PR
2587,Nova Cantu,PR
2588,Duque de Caxias,RJ
2589,Campina Grande do Sul,PR
2590,Curitiba,PR
2591,Teresópolis,RJ
2592,Nova Cantu,PR
2593,Ribeirão Grande,SP
2594,Quatro Barras,PR
2595,Cerro Azul,PR
2596,Curitiba,PR
2597,Piraquara,PR
2598,Carambeí,PR
2599,Piraquara,PR
2600,Mirandópolis,SP
2601,Piraí do Sul,PR
2602,Antonina,PR
2603,Caxias do Sul,RS
2604,Rio de Janeiro,RJ
2605,Antonina,PR
2606,Atalanta,SC
2607,Coronel Domingos Soares,PR
2609,Pinhão,PR
2610,General Carneiro,PR
2611,Bituruna,PR
2612,Macaúbas,BA
2613,São José do Norte,RS
2614,Ortigueira,PR
2615,Antonina,PR
2616,São José dos Pinhais,PR
2617,Cerro Azul,PR
2618,São José dos Pinhais,PR
2619,Florianópolis,SC
2620,Guaraqueçaba,PR
2621,Curitiba,PR
2622,Guaratuba,PR
2623,Piraquara,PR
2624,Morretes,PR
2625,Guaratuba,PR
2626,Guaratuba,PR
2627,Diamante do Norte,PR
2628,Pirenópolis,GO
2629,Irati,PR
2630,Arroio Grande,RS
2631,Bocaiúva do Sul,PR
2632,Italva,RJ
2633,Silva Jardim,RJ
2634,Diamantina,MG
2635,Ipira,SC
2637,Palmeira,PR
2638,Piraí do Sul,PR
2639,Morretes,PR
2640,Piraí do Sul,PR
2641,Porto Seguro,BA
2642,Milagres,BA
2643,Macaúbas,BA
2644,Uberlândia,MG
2645,Malhada,BA
2646,Romaria,MG
2647,Miranda,MS
2648,Alto Paraíso de Goiás,GO
2649,Milagres,BA
2650,Guarapuava,PR
2651,Curitiba,PR
2652,Timbé do Sul,SC
2653,Olivença,BA
2654,Nova Canaã do Norte,MT
2655,Ponta Grossa,PR
2656,Guaraqueçaba,PR
2657,Ouro Preto,MG
2658,Palmas,PR
2659,Foz do Iguaçu,PR
2660,Nova Canaã do Norte,MT
2661,Paranaguá,PR
2662,Caracol,PI
2663,São Francisco de Paula,RS
2664,Ponta Grossa,PR
2665,Duque de Caxias,RJ
2666,Rio de Janeiro,RJ
2667,Cananéia,SP
2668,Paraty,RJ
2669,Ponta Grossa,PR
2670,Piraquara,PR
2671,Piraquara,PR
2672,Candói,PR
2673,Cocalzinho de Goiás,GO
2674,Céu Azul,PR
2675,Guaratuba,PR
2676,Tijucas do Sul,PR
2677,Garuva,SC
2678,Campina Grande do Sul,PR
2679,Bandeirantes,PR
2680,Tacaratu,PE
2681,Cavalcante,GO
2682,Alto Caparaó,MG
2683,Guaraqueçaba,PR
2684,Tomazina,PR
2685,Buritizeiro,MG
2686,Pirabeiraba,SC
2687,Guaratuba,PR
2689,Honório Serpa,PR
2695,Itararé,SP
2696,Candói,PR
2697,Rio Claro,SP
2698,Porto Murtinho,MS
2699,Pinhais,PR
2700,Rio Branco do Sul,PR
2701,Morretes,PR
2702,Paranaguá,PR
2703,Laguna,SC
2704,Miranda,MS
2705,Araquari,SC
2706,Jaguariaíva,PR
2707,Guaraqueçaba,PR
2708,Rio Grande,RS
2709,Cerro Azul,PR
2710,Serranópolis de MInas,MG
2711,Piraí do Sul,PR
2712,Balsa Nova,PR
2713,Miranda,MS
2714,Rialma,GO
2715,Datas,MG
2716,Pinhalzinho,SC
2717,Morretes,PR
2718,Sengés,PR
2719,Presidente Kubitschek,MG
2720,Aquidauana,MS
2721,Campo Alegre,SC
2722,São Desidério,BA
2723,Bom Jesus,RS
2724,Curitiba,PR
2725,Tunas do Paraná,PR
2726,Quevedos,RS
2727,Vila Flores,RS
2728,São Joaquim,SC
2729,Clevelândia,PR
2730,Bonito,MS
2731,Guarapuava,PR
2732,Guaratuba,PR
2733,Major Gercino,SC
2734,Castelo,ES
2735,Corumbá,MS
2736,Diamante do Norte,PR
2737,Agudos do Sul,PR
2738,Piraí do Sul,PR
2739,Matinhos,PR
2740,Matinhos,PR
2741,Nova Cantu,PR
2742,Caxias do Sul,RS
2743,Cerro Azul,PR
2744,Mangaratiba,RJ
2745,Itaúba,MT
2746,Indaial,SC
2751,Imaruí,SC
2752,Avaré,SP
2753,Conceição do Castelo,ES
2754,Curitiba,PR
2755,Sant'Ana do Livramento,RS
2756,Porto Murtinho,MS
2757,Ortigueira,PR
2758,Garuva,PR
2759,Piraí do Sul,PR
2760,Ortigueira,PR
2761,Porto Murtinho,MS
2762,Laranjal,PR
2763,Guaraqueçaba,PR
2764,Rio Brilhante,MT
2765,Urubici,SC
2766,Ponta Grossa,PR
2767,São Joaquim,SC
2768,Foz do Iguaçu,PR
2769,Itaúba,MT
2772,Cocalzinho de Goiás,GO
2773,Jaguariaíva,PR
2775,Jundiaí do Sul,PR
2776,Bom Jardim da Serra,SC
2777,São Marcos,RS
2778,Mucugê,BA
2779,Garopaba,SC
2780,Turvo,PR
2781,Bonito,MS
2782,Piraquara,PR
2783,Arraias,TO
2785,Curitiba,PR
2786,Peritiba,SC
2787,Gouveia,MG
2788,Formosa do Oeste,PR
2789,Nova Viçosa,BA
2790,Tibagi,PR
2791,Ponte Alta do Tocantins,TO
2792,Adrianópolis,PR
2793,Florianópolis,SC
2794,Cantagalo,PR
2795,Jacupiranga,SP
2797,Piraquara,PR
2798,Palmeira,PR
2799,Praia Grande,SC
2800,Curitiba,PR
2801,Piraquara,PR
2804,Palmas,PR
2805,Piraquara,PR
2806,Piên,PR
2808,Ladário,MS
2809,Curitiba,PR
2810,Mato Rico,PR
2811,Palmital,PR
2812,Campo Largo,PR
2813,Ponta Grossa,PR
2814,Pontal do Paraná,PR
2815,Bodoquena,MS
2816,Ponta Grossa,PR
2817,Guaratuba,PR
2818,Fênix,PR
2819,Foz do Iguaçu,PR
2820,Morro do Chapéu,BA
2821,Nova Cantu,PR
2822,Mateiros,TO
2823,Adrianópolis,PR
2824,Ubatuba,SP
2825,Pato Branco,PR
2826,Franscisco Dumont,MG
2827,Lapa,PR
2828,Macaúbas,BA
2829,Caetité,PR
2830,Miranda,MS
2831,Itaúnas,ES
2832,Bonito,MS
2833,MIranda,MS
2834,Ponta Grossa,PR
2835,Bom Jesus da Lapa,BA
2836,Rio Bonito do Iguaçu,PR
2837,Joinville,SC
2838,São José dos Pinhais,PR
2839,Pontal do Paraná,PR
2840,Guarapuava,PR
2841,Guaraqueçaba,PR
2844,Blumenau,SC
2845,Curitiba,PR
2846,Paranaguá,PR
2847,Amambai,MS
2848,Lapa,PR
2849,Adrianópolis,PR
2850,Assis Chateaubriand,PR
2851,São Joaquim,SC
2852,Rio Bonito do Iguaçu,PR
2853,Morretes,PR
2854,Siderópolis,SC
2859,Mangaratiba,RJ
2868,Mata de Sâo João,BA
2869,Santa Maria Madalena,RJ
2870,Porto Murtinho,MS
2871,Jaguariaíva,PR
2872,Urubici,SC
2873,Conde,BA
2874,Teresópolis,RJ
2875,Eldorado,MS
2876,Juramento,MG
2877,Curitiba,PR
2878,São José dos Pinhais,PR
2879,Laguna,SC
2880,Jequitaí,MG
2881,Jaguariaíva,PR
2882,Herval,RS
2883,Correia Pinto,SC
2884,Cruz Machado,PR
2885,Florianópolis,SC
2886,Bonito,MS
2887,Jundiaí do Sul,PR
2888,Aquidauana,MS
2889,Gouveia,MG
2890,Caldas,MG
2891,São Joaquim,SC
2892,São José dos Ausentes,RS
2893,Balsa Nova,PR
2894,Alto Caparaó,MG
2896,Pinhão,PR
2897,Lapa,PR
2898,Urubici,SC
2899,Rio Branco do Sul,PR
2900,Alvorada de Minas,PR
2901,Dois Vizinhos,PR
2902,Pinhão,PR
2903,Santa Madalena,RJ
2904,Itapoá,SC
2905,Palmas,TO
2906,Santa Rita do Sapucaí,MG
2907,Curitiba,PR
2908,Conselheiro Mairinck,PR
2909,Barra do Turvo,SP
2910,Morretes,PR
2911,Poconé,MT
2912,Conde,BA
2913,São Mateus do Sul,PR
2914,Laguna,SC
2915,Valença,BA
2916,Francisco Beltrão,PR
2917,Porto Murtinho,MS
2918,Adrianópolis,PR
2919,Jundiaí do Sul,PR
2920,Conselheiro Mairinck,PR
2921,Porto Murtinho,MS
2922,Urubici,SC
2923,General Carneiro,PR
2924,Adrianópolis,PR
2925,Diamante do Norte,PR
2926,Amambai,MS
2927,Curitiba,PR
2928,Jundiaí do Sul,PR
2929,São Domingos,GO
2930,Brasília,DF
2931,Brasília,DF
2932,Guaratuba,PR
2933,Brasília,DF
2934,Ponte Alta do Tocantins,TO
2935,Brasília,DF
2936,Mateiros,TO
2937,Mateiros,TO
2938,Mateiros,TO
2939,Ponte Alta do Tocantins,TO
2940,Lindoeste,PR
2941,Recursolândia,TO
2942,Ponte Alta do Tocantins,TO
2943,Palmas,TO
2944,Santa Rita do Tocantins,TO
2945,Porto Nacional,TO
2946,Abadiânia,GO
2947,Brasília,DF
2948,Brasília,DF
2949,Água Fria de Goiás,GO
2950,Guarapuava,PR
2951,Brasília,DF
2952,Buritis,MG
2953,Brasília,DF
2954,Cocos,BA
2955,Brasília,DF
2956,Corumbá de Goiás,GO
2957,Arinos,MG
2958,Brasília,DF
2959,Niquelândia,GO
2960,Campo Mourão,PR
2961,Posse,GO
2962,Cocos,BA
2963,Arraial,PI
2964,Brasília,DF
2965,Correntina,BA
2966,Niquelândia,GO
2967,São Domingos,GO
2968,Monte Alegre de Goiás,GO
2971,Anitápolis,SC
2972,Concórdia,SC
2973,Joinville,SC
2974,José Boiteux,SC
2975,Botuverá,SC
2976,Florianópolis,SC
2977,Ipumirim,SC
2978,Angelina,SC
2979,Angelina,SC
2980,Concórdia,SC
2981,Treviso,SC
2982,Antônio Carlos,SC
2983,Celso Ramos,SC
2984,Ituporanga,SC
2985,Leoberto Leal,SC
2986,Pouso Redondo,SC
2987,Ibirama,SC
2988,Joinville,SC
2989,Blumenau,SC
2990,Lapa,PR
2991,Tijucas do Sul,PR
2992,Tijucas do Sul,PR
2993,Tijucas do Sul,PR
2994,Água Doce,SC
2995,Presidente Nereu,SC
2996,Matelândia,PR
2997,Curitiba,PR
2998,São José dos Pinhais,PR
3000,Tunas do Paraná,PR
3001,Florianópolis,SC
3002,Nova Veneza,SC
3003,Urubici,SC
3004,Turvo,SC
3005,Itaiópolis,SC
3006,Itapoá,SC
3007,Florianópolis,SC
3008,Orleans,SC
3009,Blumenau,SC
3010,Benedito Novo,SC
3011,São Bonifácio,SC
3012,José Boiteux,SC
3013,Joinville,SC
3014,Erval Velho,SC
3015,Gaspar,SC
3016,Vidal Ramos,SC
3017,Blumenau,SC
3018,Urubici,SC
3019,Anita Garibaldi,SC
3020,Campina Grande do Sul,PR
3021,Bonito,MS
3022,Bonito,MS
3023,Aquidauana,MS
3025,Piraquara,PR
3026,Ponta Grossa,PR
3027,São Francisco do Sul,SC
3030,Ortigueira,PR
3031,Gouveia,MG
3032,Capão Alto,SC
3033,Otacílio Costa,SC
3034,Bom Jardim da Serra,SC
3035,Rio Fortuna,SC
3036,Presidente Nereu,SC
3037,Anita Garibaldi,SC
3038,Rodeio,SC
3039,Joinville,SC
3040,Vitor Meireles,SC
3041,Antônio Carlos,SC
3042,Rio dos Cedros,SC
3043,Jacinto Machado,SC
3044,Joinville,SC
3045,Contagem,MG
3046,Belo Horizonte,MG
3047,Nova Lima,MG
3048,Santana do Riacho,MG
3049,Santana do Riacho,MG
3050,Santana do Riacho,MG
3051,Taió,SC
3052,Orleans,SC
3053,Santa Rosa de Lima,SC
3054,Siderópolis,SC
3055,Palhoça,SC
3056,Blumenau,SC
3057,Botuverá,SC
3058,Blumenau,SC
3059,Itaiópolis,SC
3060,Itapiranga,SC
3061,Cocal do Sul,SC
3062,Itapema,SC
3063,Concórdia,SC
3064,Nova Trento,SC
3065,Tunápolis,SC
3066,Jacinto Machado,SC
3067,Anchieta,SC
3068,Alfredo Wagner,SC
3069,Rio do Campo,SC
3070,Içara,SC
3071,Jacinto Machado,SC
3072,Orleans,SC
3073,Celso Ramos,SC
3074,Blumenau,SC
3075,Apiúna,SC
3076,Angelina,SC
3077,Palhoça,SC
3078,Orleans,SC
3079,Blumenau,SC
3080,Penha,SC
3081,Botuverá,SC
3082,Joinville,SC
3083,Mirim Doce,SC
3084,Passo Fundo,RS
3085,Marau,RS
3086,Passo Fundo,RS
3087,Marau,RS
3088,Passo Fundo,RS
3089,Passo Fundo,RS
3090,Peritiba,SC
3091,Presidente Getúlio,SC
3092,Imaruí,SC
3093,São Bento do Sul,SC
3094,Indaial,SC
3095,Concórdia,SC
3096,Paial,SC
3097,Imaruí,SC
3098,Palma Sola,SC
3099,São Pedro do Paraná,PR
3100,São Paulo,SP
3101,Jaguaruna,SC
3102,São Paulo,SP
3103,São Paulo,SP
3104,São Paulo,SP
3105,São Paulo,SP
3106,São Paulo,SP
3107,São Paulo,SP
3108,São Paulo,SP
3109,Itanhaém,SP
3110,Bofete,SP
3111,Blumenau,SC
3112,Urupema,SC
3113,Corupá,SC
3114,Rodeio,SC
3115,Joinville,SC
3116,Blumenau,SC
3117,Antônio Carlos,SC
3118,Lontras,SC
3119,Salto Veloso,SC
3120,Garuva,SC
3121,São Cristovão do Sul,SC
3122,Videira,SC
3123,Rodeio,SC
3124,Riozinho,RS
3125,Xanxerê,SC
3126,Dom Pedro de Alcântra,RS
3127,Concórdia,SC
3128,Bela Vista do Toldo,SC
3129,Campos Novos,SC
3130,Curitibanos,SC
3131,Rio dos Cedros,SC
3132,Jaraguá do Sul,SC
3133,Ascurra,SC
3134,Imaruí,SC
3135,Joaquim Felício,MG
3136,Piraí do Sul,PR
3137,Curitiba,PR
3138,Curitiba,PR
3139,Piraquara,PR
3140,Palmeira,PR
3141,São Carlos,SC
3142,Rio do Oeste,SC
3143,Angelina,SC
3144,Colombo,PR
3145,Curitiba,PR
3146,Tunápolis,SC
3147,Campos Novos,SC
3148,Angelina,SC
3149,Concórdia,SC
3150,Anita Garibaldi,SC
3151,Agronômica,SC
3152,Joinville,SC
3153,Santo Amaro da Imperatriz,SC
3154,Urubici,SC
3155,Brusque,SC
3156,Corupá,SC
3157,Apiúna,SC
3158,Trombudo Central,SC
3159,Santo Amaro da Imperatriz,SC
3160,Lacerdópolis,SC
3161,Massaranduba,SC
3162,Timbó Grande,SC
3163,Canoinhas,SC
3164,Vidal Ramos,SC
3165,Alfredo Wagner,SC
3166,Ponte Alta,SC
3167,Santa Rosa de Lima,SC
3168,Massaranduba,SC
3169,Joinville,SC
3170,Curitiba,PR
3171,Marilândia,ES
3172,General Carneiro,PR
3173,Bragança Paulista,SP
3174,Santana de Pirapama,MG
3175,Mossâmedes,GO
3176,Santa Tereza do Oeste,PR
3177,Santa Terezinha,MT
3178,Cáceres,MT
3179,Bom Jesus do Araguaia,MT
3180,Santa Terezinha de Itaipu,PR
3181,Santa Helena,PR
3182,São Pedro do Iguaçu,PR
3183,Santa Terezinha de Itaipu,PR
3184,Três Barras do Paraná,PR
3185,Icaraíma,PR
3186,Ponta Grossa,PR
3187,Balsa Nova,PR
3188,Campo Largo,PR
3189,Guarapuava,PR
3190,Morretes,PR
3191,Piraquara,PR
3192,Palmas,PR
3193,Ascurra,SC
3194,Santo Amaro da Imperatriz,SC
3195,Blumenau,SC
3196,Congonhas do Norte,MG
3197,Palmital,PR
3198,Pirapora,MG
3200,Nova Cantu,PR
3201,Laranjal,PR
3202,Doutor Pedrinho,SC
3203,Garopaba,SC
3204,Piraquara,PR
3205,Balsa Nova,PR
3206,Campina Grande do Sul,PR
3207,Cascavel,PR
3208,Santa Tereza do Oeste,PR
3209,Kaloré,PR
3210,Mangueirinha,PR
3211,Aquidauana,MS
3212,Miranda,MS
3213,Xaxim,SC
3214,Tunápolis,SC
3215,Abelardo Luz,SC
3216,Rio do Campo,SC
3217,Morretes,PR
3218,Rio do Sul,SC
3219,Sâo Martinho,SC
3220,Chapecó,SC
3221,Lebon Régis,SC
3222,Jaraguá do Sul,SC
3223,Timbó,SC
3224,São Bento do Sul,SC
3225,Paulo Lopes,SC
3226,Itajaí,SC
3227,Rio do Sul,SC
3228,Alto Caparaó,MG
3229,Grão Mogol,MG
3230,Balsa Nova,PR
3231,Palotina,PR
3232,Praia Grande,SC
3233,Taió,SC
3234,São Martinho,SC
3235,Icaraíma,PR
3236,Capanema,PR
3237,Santa Terezinha de Itaipu,PR
3238,Santa Tereza do Oeste,PR
3239,Laguna,SC
3240,Cavalcante,GO
3241,Florianópolis,SC
3242,Palmeira,PR
3243,São Joaquim,SC
3244,São Joaquim,SC
3245,Morretes,PR
3246,Muniz Freire,ES
3247,Sengés,PR
3248,Capivari,PR
3249,Curitiba,PR
3250,Santana do Riacho,MG
3251,Jales,SP
3252,Campinas,SP
3253,Ribeirão Grande,SP
3254,São Roque de Minas,MG
3255,São Vicente,SP
3256,Santana do Riacho,MG
3257,Conceição do Mato Dentro,MG
3258,Brotas,SP
3259,Congonhas do Norte,MG
3260,Marilândia,ES
3261,Santana do Riacho,MG
3262,São Paulo,SP
3263,Caieiras,SP
3264,Ubatuba,SP
3265,Conde,BA
3266,Palmas,TO
3267,Palmas,TO
3268,Cavalcante,GO
3269,Formoso do Araguaia,TO
3270,Palmas,TO
3271,Palmas,TO
3272,Porto Nacional,TO
3273,Palmas,TO
